2,47,0,0,0,0,48,62,63,0,0,0,0,0,169,0,0,0,0,166,166,0,167,166,0,0,0,0,0,166,0,0,32,47,0,0,166,167,0,170,0,169,0,0,0,48,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,168,0,0,252,0,0,32,47,0,0,0,83,10,47,0,0,0,0,130,0,0,0,0,32,15
15,47,0,0,0,0,0,166,166,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,32,47,0,0,0,252,0,0,0,169,0,0,0,0,166,0,0,0,0,0,0,0,175,194,0,0,0,0,0,50,142,84,0,252,194,0,0,0,0,0,0,0,252,0,0,32,47,0,0,0,32,15,47,0,0,0,0,130,0,0,0,0,32,10
10,47,175,0,0,183,0,0,166,0,0,0,0,0,0,165,143,0,113,0,0,0,0,0,183,0,0,0,0,0,0,0,32,47,0,0,0,252,0,183,0,0,0,0,0,0,0,0,50,194,174,0,0,113,16,31,0,0,0,0,16,212,209,209,209,17,17,17,17,31,0,0,0,50,50,141,0,32,47,170,0,0,32,0,92,0,0,0,0,130,0,0,0,0,32,10
0,10,31,0,126,192,50,50,50,50,194,50,142,0,16,17,17,17,17,31,50,0,194,165,192,50,50,50,0,0,0,0,83,47,175,50,50,194,50,0,50,0,113,0,50,0,0,0,16,17,31,0,0,0,32,47,0,0,0,0,48,49,49,49,49,49,49,49,49,63,170,0,0,16,20,20,20,0,92,0,0,0,32,0,47,0,0,0,144,147,146,143,170,194,32,2
15,15,15,17,17,17,17,209,17,17,17,209,17,17,0,0,0,0,0,0,17,17,17,17,17,17,17,31,0,0,0,0,32,0,17,17,209,17,17,209,17,17,17,17,210,0,0,0,32,0,47,0,0,0,83,47,0,0,0,0,0,0,0,0,0,167,0,0,167,0,0,0,165,48,62,62,62,62,63,0,0,165,32,10,47,0,0,0,145,16,209,17,17,17,10,2
15,15,0,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,0,0,0,47,170,0,0,0,83,0,49,49,49,49,49,49,49,49,49,0,226,0,0,0,32,5,63,0,0,0,32,47,170,0,0,0,0,0,0,0,0,252,0,0,169,0,0,0,0,0,0,167,0,0,0,0,0,0,32,10,47,0,0,0,130,32,15,15,10,0,2,15
10,10,63,0,0,0,169,0,0,0,0,166,0,0,0,167,0,0,166,0,0,0,0,0,48,49,49,63,0,0,0,0,32,47,0,167,0,0,167,166,0,0,0,32,47,0,0,165,32,47,166,0,0,165,32,47,0,0,0,0,50,0,203,0,50,252,0,0,0,0,0,0,0,0,0,252,183,0,0,0,0,0,32,10,47,170,0,0,130,48,49,49,49,49,10,10
0,47,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,48,63,0,0,0,0,0,0,0,0,0,32,226,0,0,0,32,47,0,0,0,0,32,47,0,0,0,16,17,209,209,17,17,31,0,0,0,0,0,50,192,0,194,50,50,0,194,143,0,0,32,0,47,0,0,252,130,0,0,168,0,0,32,0
10,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,32,47,0,0,0,32,47,0,0,0,165,32,47,0,0,0,48,49,49,49,49,0,47,0,0,0,165,16,17,17,209,17,17,17,209,17,17,17,17,0,0,92,0,0,0,130,0,0,0,0,165,32,2
2,92,0,0,0,0,0,0,0,183,0,0,0,0,0,0,173,61,61,0,194,0,0,0,0,50,0,0,0,0,183,0,0,0,0,0,0,0,0,0,113,0,175,32,47,170,0,0,32,47,113,0,0,0,48,63,0,0,0,168,0,166,0,0,32,47,0,0,0,165,32,0,49,49,49,49,49,49,49,0,0,49,100,15,47,170,0,0,130,0,0,0,183,0,32,15
0,47,126,0,61,61,194,192,165,0,194,0,195,0,16,17,17,209,17,209,17,31,0,0,0,16,31,0,0,165,0,0,0,194,0,113,113,0,0,0,16,17,17,0,47,0,0,0,32,47,0,0,0,0,0,166,0,0,0,0,0,0,0,0,32,47,0,0,0,0,32,47,0,166,0,0,0,0,0,32,47,0,0,48,63,0,0,0,130,0,159,194,0,195,32,10
15,10,17,17,17,17,17,17,209,17,17,209,17,17,0,49,49,49,49,49,0,47,0,0,0,32,0,30,30,30,30,209,30,30,30,30,31,0,0,0,48,49,62,62,63,0,0,0,48,47,0,194,0,0,0,0,0,0,0,0,0,0,0,0,32,47,0,0,0,0,32,47,0,0,0,0,0,0,0,32,47,0,0,166,0,0,0,0,130,16,17,17,17,17,2,0
10,10,49,49,49,49,49,49,49,49,49,49,49,49,63,113,0,0,166,0,32,47,0,0,0,48,0,0,0,49,49,49,49,49,49,0,47,0,0,0,0,167,167,166,0,0,0,0,166,48,17,31,0,0,0,0,0,0,0,0,0,0,183,165,32,47,170,0,0,0,83,47,0,0,0,0,0,0,0,32,47,170,0,0,0,0,0,0,130,32,10,2,0,2,0,0
15,47,0,0,0,167,167,167,0,166,0,0,0,0,0,0,0,0,0,0,48,63,0,0,0,0,48,49,63,0,0,0,166,0,0,32,47,0,0,0,0,0,0,0,183,0,0,0,0,0,32,47,0,0,0,208,210,0,0,0,0,0,50,0,32,47,0,0,0,165,83,47,170,0,0,0,0,0,0,48,63,0,0,0,0,0,0,0,130,48,49,49,49,49,15,0
2,47,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,32,47,0,0,0,0,50,50,50,192,50,50,142,50,195,32,47,0,0,0,32,47,0,0,0,16,17,17,17,0,47,0,0,0,0,32,47,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,168,0,0,0,0,32,10
2,47,0,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0,32,47,0,0,0,113,16,209,17,17,212,17,209,17,17,0,47,0,0,0,32,47,0,0,0,48,49,49,49,0,47,0,0,0,0,32,47,50,0,194,50,0,0,0,0,0,0,0,0,183,0,0,0,130,0,0,0,0,0,32,10
10,47,50,0,91,50,192,142,50,0,0,113,0,0,0,0,0,0,183,0,0,0,16,31,0,194,50,91,142,50,170,50,50,175,195,83,47,170,0,0,0,32,0,2,2,49,49,49,49,49,49,63,0,0,126,32,47,0,0,0,168,0,0,0,32,47,0,0,0,0,32,0,17,209,17,17,31,50,0,0,0,0,126,170,0,194,0,0,130,0,0,0,0,0,32,2
10,10,17,17,17,17,209,17,17,209,209,17,17,31,0,0,0,0,50,0,50,16,10,10,17,17,17,17,17,17,17,17,17,17,17,0,92,0,0,0,0,32,15,15,47,0,0,166,0,166,0,0,0,0,0,32,92,0,183,0,0,0,0,0,83,47,252,0,0,0,32,0,49,49,49,49,0,31,0,0,0,0,16,17,209,209,31,170,130,0,0,0,0,0,32,0
10,15,49,49,49,49,49,49,49,49,49,49,0,47,0,0,0,16,17,17,17,2,2,15,2,2,5,0,0,49,49,49,0,0,49,0,47,0,0,0,165,32,0,2,47,170,183,0,0,0,0,252,0,0,0,32,47,61,61,194,0,0,0,0,32,47,170,0,0,0,83,47,0,166,0,0,32,47,0,0,0,0,32,15,10,2,47,144,147,146,0,0,0,0,32,2
10,47,0,0,169,0,0,166,0,0,167,0,32,47,0,0,0,32,2,0,10,10,5,0,15,10,0,2,47,0,167,167,32,47,0,48,63,0,0,0,0,32,10,10,47,0,50,0,194,143,50,252,194,0,16,0,0,17,17,17,31,0,0,0,32,2,31,0,0,0,32,47,0,0,0,126,32,47,0,0,0,0,48,10,0,15,47,160,161,162,163,161,162,163,32,10
10,47,0,0,0,0,0,0,0,184,0,0,32,92,0,0,0,32,0,49,49,49,49,49,49,49,49,49,0,210,0,0,32,47,0,0,166,0,0,0,0,32,10,0,10,30,30,30,30,30,30,30,30,30,0,0,0,49,49,62,63,170,0,0,32,15,47,0,0,0,32,47,0,0,0,0,48,0,31,0,0,0,166,32,10,15,92,178,178,178,178,178,178,178,32,2
0,47,0,0,0,0,0,50,192,194,0,0,32,47,0,0,0,48,63,0,0,166,0,0,0,168,168,0,48,0,210,0,32,92,0,0,0,0,0,0,165,48,49,49,49,49,49,49,49,49,49,49,49,49,49,49,63,168,0,166,0,0,0,61,32,2,92,0,0,165,32,47,0,0,0,0,0,32,47,170,0,0,0,32,0,10,47,176,176,176,176,191,191,191,32,0
2,47,170,0,0,0,16,17,17,17,17,17,0,47,0,0,0,0,166,0,0,0,0,128,0,0,168,0,166,32,0,17,0,47,0,0,0,0,0,0,0,0,167,166,0,0,167,0,0,0,0,167,167,0,0,0,168,0,0,0,0,0,0,16,10,10,47,252,0,0,32,47,170,0,0,0,0,32,47,252,0,0,165,48,10,10,10,17,17,17,17,17,17,17,0,0
10,47,0,0,0,0,32,0,0,0,0,5,0,92,170,0,0,0,0,0,0,0,128,130,128,0,0,0,0,32,0,49,49,63,170,0,0,0,0,0,0,0,0,0,0,0,0,128,128,0,252,0,167,0,252,0,183,0,0,0,0,0,0,32,5,2,47,0,0,0,32,47,0,0,0,0,0,32,47,175,0,0,0,0,48,49,15,10,15,2,0,0,2,15,15,10
10,47,0,0,0,0,48,62,62,62,0,0,0,63,0,0,0,194,0,0,0,128,130,130,130,128,0,0,0,32,47,0,0,0,0,0,0,194,0,126,0,0,0,0,50,50,0,130,130,0,252,0,0,0,192,61,61,113,194,0,0,0,0,48,2,10,47,0,0,0,48,63,0,0,0,0,0,48,0,31,0,0,0,0,169,0,32,2,49,49,49,49,49,49,0,10
2,92,0,0,0,0,0,166,0,32,0,0,47,0,0,0,0,16,31,0,0,130,130,130,130,130,0,0,0,32,47,0,0,0,0,0,165,16,17,31,0,0,0,16,17,31,0,130,130,0,0,143,0,16,17,209,17,17,17,31,0,0,0,0,32,0,92,0,0,0,166,0,0,0,0,0,0,0,32,47,0,0,0,0,0,0,32,47,168,0,0,165,0,166,32,0
15,47,126,0,0,0,0,0,0,48,49,49,63,0,0,0,0,32,0,31,0,147,147,147,147,147,0,0,0,32,47,0,0,183,0,0,0,32,0,47,170,0,0,32,0,47,0,130,130,0,211,17,17,0,0,33,33,0,0,47,0,0,0,0,83,10,47,0,0,0,0,0,0,0,0,0,183,0,32,92,170,0,0,0,0,0,48,63,0,0,0,0,0,0,32,0
0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,47,160,161,161,161,161,161,162,163,163,32,47,0,194,192,113,142,0,32,0,47,0,0,0,32,0,47,0,130,130,0,32,2,15,252,0,0,33,0,33,47,170,0,0,0,32,2,47,50,0,126,0,0,0,50,194,50,84,0,32,47,0,0,0,194,175,195,91,0,0,0,0,0,0,0,32,15
2,47,0,0,0,50,0,126,0,194,186,50,0,91,113,0,165,32,0,47,178,178,178,178,178,178,178,178,16,10,33,17,17,17,209,17,17,33,0,47,0,0,0,32,0,47,0,130,130,0,48,49,49,49,49,49,49,49,0,92,0,0,0,175,32,0,0,30,30,31,0,0,0,16,17,17,17,17,0,47,0,0,0,16,17,209,17,31,160,161,161,162,16,17,15,15
10,47,0,0,0,16,17,209,17,17,209,17,17,209,209,17,17,33,33,33,31,176,176,176,191,191,191,16,10,15,2,0,10,2,2,33,49,49,49,63,0,0,0,48,49,63,0,130,130,0,0,168,252,166,0,0,169,0,32,47,0,0,0,16,0,49,49,49,0,47,0,0,0,32,0,49,49,49,0,92,0,0,0,48,49,0,0,47,176,176,191,176,32,2,2,2
0,47,0,0,0,83,33,0,0,0,0,0,0,0,0,0,33,33,0,33,33,17,17,17,17,17,17,33,33,49,49,49,49,49,33,47,167,0,166,0,0,0,0,0,166,166,0,130,130,0,0,0,252,166,0,0,0,0,32,47,0,0,0,32,47,0,0,0,32,47,170,0,0,48,63,0,168,0,32,47,0,0,0,168,0,32,0,0,17,17,17,17,2,15,2,0
10,47,170,0,0,48,49,49,0,0,0,0,33,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,63,169,0,0,0,0,32,92,0,0,0,0,0,0,0,0,0,0,0,130,130,0,0,0,252,0,0,0,0,0,48,63,0,0,0,48,63,0,0,0,32,47,0,0,0,0,0,0,0,0,32,47,0,0,0,0,0,32,0,49,49,49,49,49,49,49,2,2
10,92,0,0,0,166,0,0,48,62,62,62,63,0,0,0,0,0,166,0,0,0,168,0,0,0,0,0,0,0,205,206,207,0,32,47,0,0,0,0,0,0,0,0,0,0,0,130,130,0,113,61,173,61,61,0,0,0,166,0,0,0,0,0,0,0,0,165,32,47,0,252,0,0,0,0,0,0,48,63,0,0,0,0,0,32,47,0,0,0,166,168,0,0,32,10
10,92,0,0,0,0,0,0,0,168,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,222,223,0,93,47,170,0,0,0,0,0,0,0,0,0,0,130,130,0,16,209,17,17,31,0,0,0,166,0,0,0,0,0,0,0,0,0,32,47,252,0,0,0,183,0,0,0,166,166,0,0,0,0,0,48,63,0,0,0,166,0,0,0,32,10
15,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,126,194,0,0,0,0,0,0,0,0,0,0,237,238,239,0,83,47,0,183,0,0,0,0,170,0,0,0,0,156,147,0,32,2,0,15,47,170,0,183,0,0,0,0,0,0,0,0,0,175,32,15,31,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,183,0,0,184,0,32,0
15,47,175,0,0,0,194,194,194,0,0,0,0,0,195,16,17,17,17,17,17,31,0,0,113,0,185,0,0,142,253,254,0,0,32,47,0,0,194,0,126,16,17,17,31,160,160,161,161,162,32,0,5,10,47,61,61,194,61,61,61,61,142,194,251,84,61,16,33,10,47,0,194,0,0,0,0,0,0,0,0,174,0,0,170,0,0,194,0,0,126,0,0,113,32,15
2,10,17,17,209,209,209,17,17,17,209,209,17,17,17,2,15,2,0,15,15,10,17,17,209,209,17,17,17,17,17,209,17,17,15,2,17,17,209,209,17,33,15,0,33,17,17,17,17,17,2,2,10,10,33,17,17,209,17,17,17,17,209,209,17,17,17,15,10,0,0,17,17,17,17,17,209,17,17,17,17,17,17,17,17,17,209,209,17,17,17,209,17,17,10,2
15,15,0,0,10,0,0,15,2,0,15,0,2,10,0,10,2,2,10,5,10,15,15,10,15,15,2,15,10,2,0,0,0,10,0,5,10,2,15,0,10,0,15,0,0,0,10,10,2,0,0,2,2,0,15,2,2,0,10,2,2,10,10,15,0,15,2,10,15,0,0,2,0,0,2,15,2,10,15,15,15,0,10,15,15,15,2,10,2,15,0,2,15,15,10,15
